samples,Sample008,Sample009,Sample012,Sample014,Sample015,Sample016,Sample019,Sample030,Sample031,Sample032,Sample033,Sample034,Sample036,Sample037,Sample042,Sample043,Sample044,Sample045,Sample053,Sample054,Sample056,Sample063,Sample066,Sample068,Sample069,Sample074,Sample075,Sample081,Sample083,Sample093,Sample098,Sample001,Sample002,Sample003,Sample006,Sample007,Sample018,Sample020,Sample021,Sample022,Sample024,Sample025,Sample028,Sample057,Sample058,Sample064,Sample073,Sample076,Sample078,Sample079,Sample082,Sample084,Sample085,Sample086,Sample087,Sample088,Sample089,Sample091,Sample092,Sample094,Sample096,Sample097,Sample099,Sample100,Sample004,Sample005,Sample010,Sample013,Sample017,Sample026,Sample029,Sample035,Sample038,Sample039,Sample041,Sample046,Sample047,Sample048,Sample049,Sample050,Sample051,Sample055,Sample059,Sample060,Sample061,Sample062,Sample065,Sample067,Sample071,Sample072,Sample077,Sample080,Sample090,Sample095
485.1672__190.43,2721352,3893102,4309498,4899516,5765371,4420480,3776293,3431189,2696128,2486375,3623586,2531222,2525396,1989434,3764048,3655550,6152717,2696212,3131037,3163137,4055736,3033148,3029318,2690166,1718874,2608456,6766361,2254346,3202045,4294019,3395056,1656053,5242723,5234864,2581200,2754307,3768000,2201266,4020708,3621328,5040247,3243956,3609522,3466464,6869931,1175146,3322083,4151193,3302221,235029.2,3242888,1987695,4921596,1558293,1420414,3401896,3225534,2247896,2655330,2834089,2779334,3003281,4605735,2447311,2472748,2765632,3673861,3891824,2698355,2959635,6266895,5017600,3346681,3040574,3505763,6363532,4014982,2050229,2293212,4069386,2510590,1270237,4052298,235029.2,4180660,3152858,3221466,3990848,1810152,4504587,2405469,3221631,5665360,3064474
570.2728__314.34,7176444,7155068,6340493,5849952,6148048,7192670,6425614,7673023,7394562,7016337,6963703,7712692,6591288,6095089,7419774,6633870,6318274,7722827,6213616,6267626,5946490,6519304,6718365,6891177,5991813,6505422,6632451,5995786,5934246,7428647,7361698,4087342,4832671,6075508,6570888,7249166,6090887,6008654,6354264,5999745,6220112,6690432,7607637,5738980,8462515,6240839,6560174,6829334,6195541,7871171,6720725,6913805,6220709,6961596,7098223,7059625,6837360,7660199,6851442,7056509,7303839,6237595,6624953,7289708,6610900,7457220,6853299,6706758,5748708,6362385,7191762,7237244,6937387,6569346,7462795,8588816,6655921,5996231,7680569,10405873,5664623,6212498,7833506,5551126,7299179,6013450,7214646,6588498,7259343,6701137,6482821,6397295,6088985,6547204
570.2728__364.51,16807735,16576095,19575151,17081790,17895236,16485371,16029675,17934800,19006687,17884223,18129078,17868350,18224879,19456898,19707401,15837292,19971712,17106869,10345577,16305065,16934851,16261305,14540151,19034824,20582205,22649063,22765227,21789254,18750600,16301909,18986628,6076920,18717783,16728062,18946059,20322044,11241179,14360689,17339443,15276702,14184650,15291913,20566151,24010111,23704542,13788910,16546608,12740932,14922930,17869098,20611652,20758808,20299039,22538440,12012350,15626085,22426560,22956923,24857149,17071149,17654664,22216434,16509332,19275772,19236193,20962699,16226447,17654296,15037195,16836390,15980860,15864255,17169882,19854166,21332023,17318055,11121858,15791899,18876816,12588845,16360858,19325266,7983764,14027950,9142165,13193190,20054696,15950564,19584126,17362140,14052069,9725857,21620393,20279231
427.1135__217.34,1809765,2373225,324527,1584180,1256255,1652190,478294,954396,1286201,2054280,2296010,1039988,950149,1848252,1553145,1810548,966182,1988245,774301,1565342,320387,745731,64077.4,1211247,64077.4,2016529,634462,1149641,1727112,1287363,863764,801568,1358821,856877,1172936,1127927,997042,1144707,1053603,741897,1733481,1541376,64077.4,1181014,3250922,1902128,791519,64077.4,2131602,3120115,972030,64077.4,1072092,1970735,64077.4,1043168,502524,2106772,1332452,2105884,1825908,2456014,820152,2310846,2059758,1641174,1144555,1073087,1509157,1431052,1596514,1195393,1735913,1851708,2273613,569811,2790212,1440023,2556841,2061172,2019358,1103768,64077.4,1173611,1871992,64077.4,64077.4,1126575,1399792,552987,1260220,1492925,1763895,1091376
466.1974__225.92,10462077,5261884,868644,3190708,5196584,4977421,856833,2029078,2827855,4414649,6078603,4240047,2289266,5627430,3359467,3334995,1616178,3993951,1066285,3212591,1619623,3105860,737267,2114198,1620384,7106844,1210676,3231902,3725190,1659723,2831296,1415987,4354528,3690405,3383467,1435615,2769789,5217404,3388987,1991923,4797077,3223414,1427191,4340212,12459410,3426109,779621,3107214,2992016,5950415,1629564,1578209,1362348,2408003,771753,3905766,2440710,5322226,1904775,4267922,3481235,3965296,2793847,5247827,4238588,3076867,1582051,3005361,3826124,3054661,7756384,1487501,5241961,4511573,6329811,3144836,5806221,2051316,2948170,2776605,3942159,1618368,3185476,3233388,2402055,2597540,966053,2969436,4151779,807189,2656985,2409028,3614373,2119584
570.2842__390.45,13079108,14532700,18598329,14692423,14381442,17043347,17905418,24120028,20307045,15768693,20039239,16550382,23687061,19024930,25697244,20419968,17578087,19507982,16805555,18505278,18520983,16535186,14763375,1599979,22984730,21269291,16654434,18536629,12897603,12272850,15154467,14690905,18702380,12929124,17517334,17372535,11302636,10668107,14451955,13106618,11989572,15247010,19544366,23899916,23403257,12721252,17166386,9307597,9891620,22027137,24435842,22556125,18252858,26720733,9753994,9769892,31096665,29311298,26844450,17856027,17294507,28045407,16527687,32045665,19699550,16455992,14788454,19944823,8440203,15317658,15345098,15335456,17339403,29114560,26979800,12158690,16976087,18304244,7999895,15249632,20438222,22015813,11000475,15448344,20367720,11965560,22541227,17392725,22831140,23691965,15276877,17169339,27975612,27045472
570.2842__420.13,8201075,7637154,4001845,5367431,4677965,8560019,4744186,4897666,3933057,5591559,7088167,5291342,12586276,8360876,5126029,8042302,7411486,8644565,3680417,4647771,4040668,4860719,3709622,5444606,7529764,5811410,4914232,5171311,11226127,4958860,4223427,1309428,1153204,1194591,1072662,971474,831126,2679374,2766760,2587460,2456006,2525325,771184,2855457,2602582,2767364,2501485,854585,1113422,3046932,1346884,1206317,1570688,695538,1650392,2240867,1203525,1533693,3136910,3468410,3538675,1218686,1575077,3720204,3944951,3450951,3653086,2419068,2521621,2878739,2655834,2816150,3110572,3034728,3520690,2839261,2811086,3638023,2745762,4120829,3610425,3533191,2718108,2827274,3376373,2570076,3307327,3757779,3307168,2573201,3302718,2554848,3355918,3249449
466.2124__232.91,120522,602610,120522,1397324,1141349,120522,2584235,2289732,1292403,1261436,762575,2321511,925078,1017226,2597948,1330310,1273720,1331431,4794018,1769337,1854684,4743473,2884752,3797875,5195081,120522,3682716,4523593,4838623,907273,1199289,703655,1154100,120522,120522,1196610,4623894,5430263,1603075,4931375,120522,1132188,906962,120522,1355720,2993869,1686087,4118209,3209895,3305018,2052561,3093694,1140096,2449968,3629676,915825,3019677,2119069,2869571,1597354,1360659,741519,120522,1142156,1540263,1110228,2251478,2251914,5555639,1204325,2643141,1701047,120522,120522,773543,862076,1155117,120522,3455756,3217066,2650654,1438997,5989491,2608907,6079056,2530806,1234574,3931289,2704638,3407117,4215206,4768606,1462290,1379165
466.2184__197.45,1229496,615745,2327587,2858261,382562,1244468,2452930,2437799,76512.4,2831923,2206463,1794371,774340,3641326,721198,1216644,863893,567499,1789801,2393088,4446838,76512.4,3466934,1430055,1375349,4773653,10742965,1561271,962498,3740628,4542541,772925,2089276,1209782,1571205,4190109,4168855,5609574,4247703,534319,589187,5923736,2594538,755894,4230775,1248482,76512.4,5178993,1765188,3065358,2393969,1348121,1321863,5384671,2280613,3400601,4919578,3328735,2275069,1204717,3270435,2140501,3007147,4099639,1137335,76512.4,5040574,5040131,3382300,1516468,1438032,2057257,883007,809592,4727184,2547812,2118286,770375,11367899,3959787,76512.4,1811531,5881231,4421981,2695328,1043281,4492296,76512.4,1332564,2396112,1323278,5511642,7051021,855437
547.289__152.42,1838299,349768,69953.6,2277016,2877495,2358725,6259344,1770355,1462212,975049,811913,4279624,1237868,1128330,69953.6,2135461,6391428,69953.6,6324395,3240285,3683778,5803314,1344507,1938037,69953.6,694071,4904667,5089440,5868909,1767265,590410,1091356,2733184,2771536,4221717,1502737,6840068,4893591,69953.6,2979787,1189165,69953.6,1131453,3311667,2067335,1363831,3022108,69953.6,4861248,4765410,69953.6,1468349,1876649,2530357,501724,1270896,1890949,654044,2682312,2885106,3262155,1500640,474476,509615,1548326,69953.6,69953.6,69953.6,8691157,1528473,2362045,3111769,1608404,1261107,1854581,69953.6,1053173,2745592,11492089,2916510,2250583,6551181,5851329,3654978,11300840,4855327,1649091,4079003,4899499,11676604,3484700,7530174,3504797,849343
547.289__159.4,1693829,310947,54196,2033528,2555057,2164957,5306941,1126862,1291869,695371,931928,3191046,1228357,936645,54196,1864148,4950045,54196,9134935,3378785,2776879,4839281,1231011,1788711,54196,712127,3584676,3506299,4006876,2185379,408773,532944,1912908,2291852,2530634,1135978,6557494,4887880,54196,3474378,797967,54196,968530,4148211,2252839,917812,1955029,54196,5164063,4776440,54196,1357598,1989929,2416986,439893,484925,1598526,465917,1802281,3180023,3668220,1011640,270980,298302,1431028,54196,54196,54196,7372991,1480779,3011767,2410534,1292531,1355830,1349055,54196,830530,2636424,13843371,3162845,2006779,5164360,5577807,2431416,11015872,4318225,1206065,3675918,4440430,11932521,2868215,6827173,3184348,567172
427.133__222.71,5824454,1928319,74119.4,2298519,2248231,4593597,74119.4,2095694,3570260,3660240,2392413,2980494,2218356,1355289,1885398,74119.4,5398112,4899082,3112792,2663426,1846932,74119.4,680232,1254298,691839,1760481,711261,2373308,903465,3309272,5535370,3716850,2699376,3319519,975471,1266616,74119.4,74119.4,74119.4,1167132,2006724,5979156,2511288,2056149,6848124,945064,2280692,74119.4,4285264,8470184,3862756,3381190,1318221,1296619,886091,889295,74119.4,3987394,74119.4,2683606,2893828,6821154,370597,2264373,2383634,4677467,3352099,2223485,74119.4,4795581,2882694,2013171,1148352,1800850,2334186,74119.4,2304177,2127498,3660540,3388408,6077034,1140917,3728327,2308320,3963306,74119.4,752157,1544936,74119.4,74119.4,845499,730638,3511609,2120260
547.3165__318.38,6788102,6324296,5763479,5821890,6638172,7399722,7398160,7341118,7108796,6881999,7336530,8028346,6686675,5986221,7973060,7295581,6595033,8301677,6771581,6823279,5908936,7765418,6808764,6729493,5900329,1069488.2,6415827,6866033,5658739,7111088,7237345,5879482,6973864,6807596,5765279,6791063,6059803,6592522,7509813,6107488,7090928,7060889,6914144,5347441,1069488.2,6537285,6338577,6439157,6414804,8900902,6649833,6229168,5622715,6923513,6107708,7498525,7651275,8207111,6922942,6421614,7843605,5820259,6204929,6335701,7042391,6917181,6054692,6959258,5920028,6024014,6495253,8093438,7331722,6960756,7455457,10148395,6799221,7217679,7759976,11725167,6107736,1069488.2,8471890,6754884,7679451,7576216,6978710,6785752,7182134,7102881,6662872,6232569,5367786,6755222
547.4378__968.98,3486275,4214412,3692218,2301382,3248997,3345888,2842464,3098921,1508166,3619699,3204804,3050327,2250461,3929001,1793474,2364748,5501523,2418693,2901001,4143316,3177932,11406731,3051735,3519755,4141140,1793337,5807146,3735730,5541887,2867145,2524080,4013597,2996179,4082592,2919046,2530081,2381049,2607106,5106016,5177693,3610159,1934082,4197351,4760941,2766484,6597555,1293535,2575096,5611707,2904499,2981096,2366149,2533861,3423456,3183859,3890941,2111440,2449747,2088539,4287241,2004769,2896340,4042027,3080804,4389177,4506819,2310514,2779540,2159667,1793297,3694984,2298326,5147860,2846015,1899105,6762581,3192164,4666703,4574905,3525169,2215380,3212793,4946689,4363620,1798828,1392107,2297949,3386307,2774905,2833708,2206688,1990022,2872882,3448116
547.4378__974.59,5264814,5323346,5381053,3548188,5535593,5451041,4041410,4690779,2022891,5047831,3774204,4673674,3313269,6153458,2876204,3368761,7709758,3568278,4586592,6237138,5287129,17909448,4878009,5882141,6086419,2929472,8166157,6034070,8544886,4111299,3644683,5967296,4954278,6511666,4534381,3525855,3978220,3609967,7807207,8065742,5610247,3548307,5581611,7461753,4134892,9915715,1977416,4039689,7131265,3917111,4677623,3143640,3571085,5261755,5135008,4634599,2788130,3451580,3404210,5616879,2695353,4301476,5414314,4561380,6481067,6640285,3407858,4248196,2992269,2805310,5318874,3736312,6844490,4331809,2791631,11104807,4536630,6841894,6812131,5281476,3251402,4245536,7634074,6950751,2464077,2171649,3106826,5002304,4177786,3958637,3428339,3256375,4081913,4834034
507.2732__361.56,4179641,5804984,3817478,5365135,4660899,5720116,4386593,3978342,4610065,3591288,5962598,6461232,4115059,4395526,5228349,5356512,6041757,4443128,5817479,5649694,4488549,5003401,5392375,4663978,4941886,5444203,6958257,4284239,5449897,6168343,5448020,4861902,5072825,12359894,5155433,5526102,4571685,5582668,5713824,5584264,4954452,5728587,3865534,4999884,9249505,4930282,4095693,5580382,7878860,10017282,4411336,6388897,3787251,3798534,3375259,6004812,2766513,5879877,5179512,5394048,7020265,7744231,6200360,6708529,5296490,5874392,4904278,6708682,4483905,553302.6,4471198,4674146,6181372,5021470,5836685,6830001,4400890,4986142,5050449,7933654,5895779,4354198,6064445,5492190,4417338,3603180,5137343,4594081,4999018,6594140,4926672,6400472,3048587,5767764
526.3153__434.87,44389021,48230260,26151403,61135551,49032909,47560086,26571529,35133982,48628173,69192083,41956405,39825940,42807640,40594553,44661388,35047621,41296002,50830781,64193176,52461889,53067214,63110103,51385289,49738541,62707568,22839649,54175141,67854858,75047846,42786500,41886331,92843826,33088533,26245506,50985175,42080929,33073828,43252437,46928976,66585649,35752782,41776393,49477965,45915059,64104561,38150189,74689631,60849672,54607683,3609297.8,35447489,55947047,40955894,48801901,18046489,42180316,26028338,38366211,47523479,38799627,48547749,32606034,44692439,56137611,42703209,32595915,37667790,68559545,32401977,36105737,61086739,41482074,31463516,35782373,61106966,3609297.8,95152442,20039713,57608915,85633296,47386736,64757526,65244321,73036387,77581121,47532647,43453989,58473192,49421635,61892972,59968291,59960318,18841957,37289531
447.2606__205.24,146089,189071,13634,132036,423894,29242,1219195,1333352,445215,371719,287800,1192357,475036,158113,1298767,701369,619931,359849,1297473,389752,343918,4872660,576922,3207937,3889896,158574,1922088,2043858,3689916,268380,329885,226488,473591,80829,42211,323740,4049705,4064422,424537,5145974,13653,362242,68042,437616,843559,912548,822479,8205089,1743853,2085943,746590,2251837,688235,651407,1422785,152234,986057,709825,1007153,310865,613195,250153,17320,291185,259875,117650,753584,419039,6793271,347343,1616913,568160,11252,73032,202738,125919,722106,291259,4309236,1655277,1189161,473105,4619823,973845,6880853,3646675,177942,3760643,1384652,966704,3261492,3073082,304798,432296
447.2606__210.89,123688,200870,68719,321707,746201,76590,1691230,1812067,819458,587109,387425,1512373,785883,321166,2059472,976940,953757,594723,1977089,587197,612006,6891863,922344,4153481,4958450,431117,2839730,2734541,5280728,565865,537428,448773,706099,192329,82626,394101,5660974,5927843,825269,7776381,25041,632822,184596,702853,1075063,1292667,1571354,8543321,2700605,3360111,1164812,3422338,943983,1046972,2368967,393618,1444637,1271915,1699849,612684,907175,483361,95230,373638,429216,241010,1103688,757990,8638748,535143,2116587,882910,46164,145862,110132,110542,1110116,569528,6068667,2538250,1643383,747388,6673937,1521749,9314399,4849961,305533,5104543,1975904,1300125,5083880,4869574,481031,956299
447.2606__231.57,1038111,1733405,512447,1417314,1941635,1169638,5111887,6608934,2313415,2188128,1763490,4896612,2237797,1370109,6435813,3200790,3616570,2283691,8571783,2525058,3210217,16617249,3240582,13304509,14608835,1342311,9891556,10637966,16060059,1606203,2154316,1166731,2478737,1181060,714834,1768333,12520448,17733703,3487237,15141495,601928,2230180,1083680,2026300,3342385,3879815,5045094,6736893,9908720,3169918,3790410,11026446,3402937,3093100,9098433,1595532,6083332,3537421,4738511,2012745,3437781,1818641,569487,1319058,1656905,1099744,3411545,2315579,9356804,2663670,8220146,3517610,658650,990825,1008134,1386302,4159653,2042785,13191596,7906037,5626498,2476765,10145952,6107862,18261680,10786227,1506219,12944246,6539827,5943111,13863221,17673637,2386896,2806537
447.2606__236.12,585455,817911,490762,950217,1133731,674029,2937824,2123404,979770,984949,959136,1729072,907252,581823,2762884,1536338,1474330,1061899,2734836,1194326,1583158,5146501,1582084,4331398,4144250,903833,3148311,3043445,4714077,1011758,939133,597312,1474109,751551,486959,838935,3940303,6597387,2067248,6170100,438025,1137746,659323,779478,1361291,1576125,2286331,2789369,3560456,1849040,1654331,3172551,1487034,1652790,3656624,912080,2854308,1705933,2085748,1017507,1297827,964970,505695,746832,1094713,716992,1724124,1392179,3147251,1049511,2706922,1476289,436467,560241,621051,839158,1777183,1099978,4148895,3983763,2426387,1045405,3798577,2260690,7160675,3384288,971948,3560434,1985686,2485902,4183100,4877647,1501754,1120249
447.2758__394.19,4675885,4350952,4148201,2239604,4495506,4979600,3028328,6241303,1562637,3589957,3163856,6622468,2338351,3512756,222682.6,2305889,4559930,3249718,6993751,3390225,3516936,6694372,4682191,4060123,8987363,1763513,8588572,3443266,5828444,6129303,3320315,2898959,6802093,7724235,2591099,1113413,2118344,3034238,2364440,4186287,5823654,2499451,3877053,6437095,2795373,5582728,1631185,4090376,5755998,1512474,3200697,2411134,2468195,1801736,2717787,6460852,1916676,2943881,2694116,5513812,2905779,5794150,7593820,5734511,5460420,3767222,1912410,2464288,1983068,3187139,6007125,1673583,3630580,4105753,4270191,10583955,3184010,11848299,3570075,4773312,4151202,2367109,6876129,2296038,1745176,222682.6,3055063,1549657,2233669,5378160,3920490,1688923,5118252,5663577
548.2324__270.68,10081139,21710727,225378.6,225378.6,6743843,11036579,3490340,2176849,1670369,4496987,18970634,6772782,1365762,5793644,6671674,3499776,7361383,3570420,8524839,10223593,9879920,8108731,5419778,2773028,6178882,9117192,10459351,5963689,4149095,5075801,10556636,14033693,13788860,7103640,2685465,15200850,8344806,13396619,10305785,11218034,15257521,3333666,1663743,9154952,6069640,12219599,6399294,2062869,7965659,4907257,2164338,8472125,3589631,8628865,8113523,14224777,2227980,5238867,5097531,4477710,9798573,18061577,7395661,225378.6,16468366,18241282,7309884,10729504,1126893,19794847,3383684,2142920,3715287,7618242,15830877,16382417,4353158,22604924,12478522,7893463,2531653,13324388,5800560,2596715,6323945,22216274,225378.6,8200830,3632474,10467004,8630193,9457291,1684206,7777235
